table,endpoint2,order,original_name,auto_processed_name,replacement_name,description,processing_notes,question
zoo_sanctuary_2,ZooSanctuary,NA,BioSecurityMeasures,zoo_biosecurity_measures,NA,What types of biosecurity measures are practiced at the facility? Select all that apply.,semicolon separated 10-cat var,NA
human_2,Human,NA,Country,country,DROP,Event-level information,NA,NA
human_2,Human,NA,Organization,organization,DROP,Event-level information,NA,NA
human_2,Human,NA,SpecimensCollected,specimens_collected,NA,NA,NA,NA
human_2,Human,NA,SiteName,site_name,DROP,Event-level information,NA,NA
human_2,Human,NA,GAINS4_SampleUnitID,sample_unit_id,DROP,"Deprecated: originally for directly joining humans to tests, better to join via Specimen table.",NA,NA
human_2,Human,NA,ConcurrentSamplingSite,concurrent_sampling_site,DROP,Event-level information,NA,NA
human_2,Human,NA,District,district,DROP,Event-level information,NA,NA
human_2,Human,NA,StateProv,state_prov,DROP,Event-level information,NA,NA
human_2,Human,NA,SiteLatitude,site_latitude,DROP,Event-level information,NA,NA
human_2,Human,NA,SiteLongitude,site_longitude,DROP,Event-level information,NA,NA
human_2,Human,NA,EventLatitude,event_latitude,DROP,Event-level information,NA,NA
human_2,Human,NA,EventLongitude,event_longitude,DROP,Event-level information,NA,NA
human_2,Human,NA,EventDate,event_date,DROP,Event-level information,NA,NA
human_2,Human,NA,Season,season,DROP,Event-level information,NA,NA
human_2,Human,NA,DurationDays,duration_days,DROP,Event-level information,NA,NA
human_2,Human,NA,EventName,event_name,NA,The event name is an automatically generated combination of the site name and the start date of the event.,NA,NA
human_2,Human,NA,DiseaseTransmissionInterfaces,disease_transmission_interfaces,DROP,Event-level information,NA,NA
human_2,Human,NA,Q1 ParticipantID,participant_id,NA,Interview participant's unique identifier.,NA,Q1
human_2,Human,NA,Q3 DateOfInterview,date_of_interview,NA,Date of interview,NA,Q3
human_2,Human,NA,Q4 BeginTimeInterview,begin_time_interview,NA,Begin time of interview,character,Q4
human_2,Human,NA,Q5 EndTimeInterview,end_time_interview,NA,End time of interview,character,Q5
human_2,Human,NA,Q6 InterviewCity,interview_city,NA,Where are you conducting this interview? Village / Town / City,NA,Q6
human_2,Human,NA,Q6 InterviewStateProv,interview_state_prov,NA,Where are you conducting this interview? Province / State,NA,Q6
human_2,Human,NA,Q6 InterviewLatitude,interview_latitude,NA,Where are you conducting this interview? Latitude,NA,Q6
human_2,Human,NA,Q6 InterviewLongitude,interview_longitude,NA,Where are you conducting this interview? Longitude,NA,Q6
human_2,Human,NA,Q7 Gender,gender,NA,Interviewer observed gender,3-cat var,Q7
human_2,Human,NA,Q8 Age,age,NA,How old are you?,NA,Q8
human_2,Human,NA,Q9 LiveCity,live_city,NA,Where do you live? Village / Town / City,NA,Q9
human_2,Human,NA,Q9 LiveStateProv,live_state_prov,NA,Where do you live? Province / State,NA,Q9
human_2,Human,NA,Q9 LiveLatitude,live_latitude,NA,Where do you live? Latitude,NA,Q9
human_2,Human,NA,Q9 LiveLongitude,live_longitude,NA,Where do you live? Longitude,NA,Q9
human_2,Human,NA,Q10 LengthLived,length_lived,NA,How long have you lived there? Select one option,5-cat var,Q10
human_2,Human,NA,Q11 PeopleInDwelling,people_in_dwelling,NA,How many other people live in the dwelling where you live? (Not including participant),NA,Q11
human_2,Human,NA,Q12 ChildrenInDwelling,children_in_dwelling,NA,How many in the dwelling are children less than 5 years old? (Not including participant),NA,Q12
human_2,Human,NA,Q13 MalesInDwelling,males_in_dwelling,NA,How many in the dwelling are male? (Not including participant),NA,Q13
human_2,Human,NA,Q14 RoomsInDwelling,rooms_in_dwelling,NA,How many rooms are there in the dwelling where you live? (Do not include bathroom or kitchen),NA,Q14
human_2,Human,NA,Q15 DwellingPermanentStructure?,dwelling_permanent_structure,NA,Is the dwelling a permanent structure (that cannot be moved)?,yes/no,Q15
human_2,Human,NA,Q16 DrinkingWaterSource,drinking_water_source,NA,Do you get water from: Select all that apply,semicolon separated 5+ cat var,Q16
human_2,Human,NA,Q17 WaterTreated?,water_treated,NA,Do you treat your drinking water?,yes/no,Q17
human_2,Human,NA,Q18 WaterTreatment,water_treatment,NA,"If you treat your water, how do you treat your water? Select all that apply.",semicolon separated 5+ cat var,Q18
human_2,Human,NA,Q19 WaterUsedByAnimals?,water_used_by_animals,NA,Is your source for drinking water ever used by animals?,yes/no,Q19
human_2,Human,NA,Q20 DedicatedLocationForWaste?,dedicated_location_for_waste,NA,In your dwelling is there a dedicated location for human solid waste/excreta?,yes/no,Q20
human_2,Human,NA,Q21 FoodStorageContainers,food_storage_containers,NA,Do you have containers for storing food for the household? Select all that apply.,semicolon separated 3-cat var,Q21
human_2,Human,NA,DemographicNotes,demographic_notes,NA,Demographic Notes,NA,NA
human_2,Human,NA,Q22 HighestEducation,highest_education,NA,What is the highest level of education you have completed? Select one option.,4-cat var,Q22
human_2,Human,NA,Q23 HighestEducatinMother,highest_education_mother,NA,What is the highest level of education that your mother completed? Select one option.,4-cat var,Q23
human_2,Human,NA,Q24 Livelihood(s),livelihoods,NA,Since this time last year what are the activities you have done to earn your livelihood? Select all that apply,semi-colon separated,Q24
human_2,Human,NA,LivelihoodGroup(s)IfOther,livelihood_groups_other,NA,"Grouping ""other"" responses from Q24:livelihoods.",NA,Q24
human_2,Human,NA,Q25 MostTimeSpent,most_time_spent,primary_livelihood,"If more than one activity was selected, what is hte activity on which you spend the most time since this time last year? Select one option",NA,Q25
human_2,Human,NA,ModulesCompleted,modules_completed,NA,List of modules used based on livelihoods,semicolon-separated,NA
human_2,Human,NA,Q26 JobPosition,job_position,NA,Which best describes your job position? Select one option,NA,Q26
human_2,Human,NA,Q27 WorkLocationCity,work_location_city,NA,Where do you work? Village / Town / City,NA,Q27
human_2,Human,NA,Q27 WorkLocationProv,work_location_prov,NA,Where do you work? Province / State,NA,Q27
human_2,Human,NA,Q27 WorkLocationLatitude,work_location_latitude,NA,Where do you work? Latitude,NA,Q27
human_2,Human,NA,Q27 WorkLocationLongitude,work_location_longitude,NA,Where do you work? Longitude,NA,Q27
human_2,Human,NA,LivelihoodNotes,livelihood_notes,NA,Livelihood notes,NA,NA
human_2,Human,NA,Q28 Treatment,treatment,NA,Where do you usually get treatment for medical problems? Select all that apply.,semicolon-separated 6-cat var,Q28
human_2,Human,NA,Q29 SymptomsLife,symptoms_life,NA,Have you ever had an unusual illness with any of the following symptoms: Select all that apply.,semicolon-separated,Q29
human_2,Human,NA,Q30 HadSymptomsInLastYear,had_symptoms_in_last_year,NA,"Since this time last year, have you had any of these symptoms?","yes/no/""N/A""",Q30
human_2,Human,NA,Q31 SymptomsInLastYear,symptoms_in_last_year,NA,"If symptoms were experienced, which ones? Select all that apply",semicolon-separated,Q31
human_2,Human,NA,Q32 SicknessCause,sickness_cause,NA,"In your opinion, when you were sick, what caused this sickness? Select all that apply",semicolon-separated,Q32
human_2,Human,NA,Q33 SymptomsInLastYearOtherPeople,symptoms_in_last_year_other_people,had_symptoms_in_last_year_other_people,"Since this time last year, have any of the people you lived with had any of these symptoms?","yes/no/""N/A""",Q33
human_2,Human,NA,Q34 SymptomsInLastYearOtherPeople,symptoms_in_last_year_other_people,NA,"If symptoms were experienced, which ones? Select all that apply",semicolon-separated,Q34
human_2,Human,NA,Q35 IllnessDeath,illness_death,NA,"Since this time last year, did anyone you lived with die from this illness?","yes/no/""N/A""",Q35
human_2,Human,NA,MedicalHistoryNotes,medical_history_notes,NA,Medical History notes,NA,NA
human_2,Human,NA,Q36 Travelled,travelled,NA,Have you traveled since this time last year?,yes/no,Q36
human_2,Human,NA,Q37 More than 6,more_than_6,NA,If there are more than six locations check here,"yes/no/""N/A""",Q37
human_2,Human,NA,Q37 TravelledCity Loc 1,travelled_city_loc_1,NA,Where have you traveled since this time last year? Location 1: Village / Town / City,NA,Q37
human_2,Human,NA,Q37 Latitude Loc 1,latitude_loc_1,NA,Where have you traveled since this time last year? Location 1: Latitude,NA,Q37
human_2,Human,NA,Q37 Longitude Loc 1,longitude_loc_1,NA,Where have you traveled since this time last year? Location 1: Longitude,NA,Q37
human_2,Human,NA,Q37 TravelledCity Loc 2,travelled_city_loc_2,NA,Where have you traveled since this time last year? Location 2: Village / Town / City,NA,Q37
human_2,Human,NA,Q37 Latitude Loc 2,latitude_loc_2,NA,Where have you traveled since this time last year? Location 2: Latitude,NA,Q37
human_2,Human,NA,Q37 Longitude Loc 2,longitude_loc_2,NA,Where have you traveled since this time last year? Location 2: Longitude,NA,Q37
human_2,Human,NA,Q37 TravelledCity Loc 3,travelled_city_loc_3,NA,Where have you traveled since this time last year? Location 3: Village / Town / City,NA,Q37
human_2,Human,NA,Q37 Latitude Loc 3,latitude_loc_3,NA,Where have you traveled since this time last year? Location 3: Latitude,NA,Q37
human_2,Human,NA,Q37 Longitude Loc 3,longitude_loc_3,NA,Where have you traveled since this time last year? Location 3: Longitude,NA,Q37
human_2,Human,NA,Q37 TravelledCity Loc 4,travelled_city_loc_4,NA,Where have you traveled since this time last year? Location 4: Village / Town / City,NA,Q37
human_2,Human,NA,Q37 Latitude Loc 4,latitude_loc_4,NA,Where have you traveled since this time last year? Location 4: Latitude,NA,Q37
human_2,Human,NA,Q37 Longitude Loc 4,longitude_loc_4,NA,Where have you traveled since this time last year? Location 4: Longitude,NA,Q37
human_2,Human,NA,Q37 TravelledCity Loc 5,travelled_city_loc_5,NA,Where have you traveled since this time last year? Location 5: Village / Town / City,NA,Q37
human_2,Human,NA,Q37 Latitude Loc 5,latitude_loc_5,NA,Where have you traveled since this time last year? Location 5: Latitude,NA,Q37
human_2,Human,NA,Q37 Longitude Loc 5,longitude_loc_5,NA,Where have you traveled since this time last year? Location 5: Longitude,NA,Q37
human_2,Human,NA,Q37 TravelledCity Loc 6,travelled_city_loc_6,NA,Where have you traveled since this time last year? Location 6: Village / Town / City,NA,Q37
human_2,Human,NA,Q37 Latitude Loc 6,latitude_loc_6,NA,Where have you traveled since this time last year? Location 6: Latitude,NA,Q37
human_2,Human,NA,Q37 Longitude Loc 6,longitude_loc_6,NA,Where have you traveled since this time last year? Location 6: Longitude,NA,Q37
human_2,Human,NA,Q38 Travel Reason,travel_reason,NA,Why have you traveled? Select all that apply.,semicolon-separated,Q38
human_2,Human,NA,MovementNotes,movement_notes,NA,Movement notes,NA,NA
human_2,Human,NA,Q39 PetInDwellingLife,pet_in_dwelling_life,NA,Has an animal lived as a pet in or near your dwelling in your lifetime?,yes/no,Q39
human_2,Human,NA,Q39 PetInDwellingLastYear,pet_in_dwelling_last_year,NA,Has an animal lived as a pet in or near your dwelling in the last year?,"yes/no/""N/A""",Q39
human_2,Human,NA,Q40 HandleAnimalsLife,handle_animals_life,NA,Have you handled live animals in your lifetime?,yes/no,Q40
human_2,Human,NA,Q40 HandleAnimalsLastYear,handle_animals_last_year,NA,Have you handled live animals in the last year?,"yes/no/""N/A""",Q40
human_2,Human,NA,Q41 RaisedAnimalsLife,raised_animals_life,NA,Have you raised live animals in your lifetime?,yes/no,Q41
human_2,Human,NA,Q41 RaisedAnimalsLastYear,raised_animals_last_year,NA,Have you raised live animals in the last year?,"yes/no/""N/A""",Q41
human_2,Human,NA,Q42 SharedWaterLife,shared_water_life,NA,Have you shared a water source with animals for washing in your lifetime?,yes/no,Q42
human_2,Human,NA,Q42 SharedWaterLastYear,shared_water_last_year,NA,Have you shared a water source with animals for washing in the last year?,"yes/no/""N/A""",Q42
human_2,Human,NA,Q43 AnimalFecesFoodLife,animal_feces_food_life,NA,Have you seen animal feces in or near food before you have eaten it in your lifetime?,yes/no,Q43
human_2,Human,NA,Q43 AnimalFecesFoodLastYear,animal_feces_food_last_year,NA,Have you seen animal feces in or near food before you have eaten it in the last year?,"yes/no/""N/A""",Q43
human_2,Human,NA,Q44 AnimalsInFoodLife,animals_in_food_life,NA,Have you eaten food after an animal has touched or damaged it in your lifetime?,yes/no,Q44
human_2,Human,NA,Q44 AnimalsInFoodLastYear,animals_in_food_last_year,NA,Have you eaten food after an animal has touched or damaged it in the last year?,"yes/no/""N/A""",Q44
human_2,Human,NA,Q45 AnimalsInDwellingLife,animals_in_dwelling_life,NA,Do any animals come inside the dwelling where you live in your lifetime?,yes/no,Q45
human_2,Human,NA,Q45 AnimalsInDwellingLastYear,animals_in_dwelling_last_year,NA,Do any animals come inside the dwelling where you live in the last year?,"yes/no/""N/A""",Q45
human_2,Human,NA,Q46 CookedMeatLife,cooked_meat_life,NA,"Have you cooked or handled meat, organs or blood from a recently killed animal in your lifetime?",yes/no,Q46
human_2,Human,NA,Q46 CookedMeatLastYear,cooked_meat_last_year,NA,"Have you cooked or handled meat, organs or blood from a recently killed animal in the last year?","yes/no/""N/A""",Q46
human_2,Human,NA,Q47 EatenRawMeatLife,eaten_raw_meat_life,NA,Have you eaten raw or undercooked meat or organs or blood in your lifetime?,yes/no,Q47
human_2,Human,NA,Q47 EatenRawMeatLastYear,eaten_raw_meat_last_year,NA,Have you eaten raw or undercooked meat or organs or blood in the last year?,"yes/no/""N/A""",Q47
human_2,Human,NA,Q48 EatenSickAnimalLife,eaten_sick_animal_life,NA,Have you eaten an animal that you knew was not well/sick in your lifetime?,yes/no,Q48
human_2,Human,NA,Q48 EatenSickAnimalLastYear,eaten_sick_animal_last_year,NA,Have you eaten an animal that you knew was not well/sick in the last year?,"yes/no/""N/A""",Q48
human_2,Human,NA,Q49 EatenDeadAnimalLife,eaten_dead_animal_life,NA,Have you found a dead animal and collected it to eat or share in your lifetime?,yes/no,Q49
human_2,Human,NA,Q49 EatenDeadAnimalLastYear,eaten_dead_animal_last_year,NA,Have you found a dead animal and collected it to eat or share in the last year?,"yes/no/""N/A""",Q49
human_2,Human,NA,Q50 SoldDeadAnimalLife,sold_dead_animal_life,NA,Have you found a dead animal and collected it to sell it in your lifetime?,yes/no,Q50
human_2,Human,NA,Q50 SoldDeadAnimalLastYear,sold_dead_animal_last_year,NA,Have you found a dead animal and collected it to sell it in the last year?,"yes/no/""N/A""",Q50
human_2,Human,NA,Q51 ScratchedBittenLife,scratched_bitten_life,NA,Have you been scratched or bitten by an animal in your lifetime?,yes/no,Q51
human_2,Human,NA,Q51 ScratchedBittenLastYear,scratched_bitten_last_year,NA,Have you been scratched or bitten by an animal in the last year?,"yes/no/""N/A""",Q51
human_2,Human,NA,Q52 HuntedAnimalLife,hunted_animal_life,NA,Have you hunted or trapped an animal in your lifetime?,yes/no,Q52
human_2,Human,NA,Q52 HuntedAnimalLastYear,hunted_animal_last_year,NA,Have you hunted or trapped an animal in the last year?,"yes/no/""N/A""",Q52
human_2,Human,NA,Q53 SlaughtedAnimalLife,slaughtered_animal_life,NA,Have you slaughtered an animal in your lifetime?,yes/no,Q53
human_2,Human,NA,Q53 SlaughtedAnimalLastYear,slaughtered_animal_last_year,NA,Have you slaughtered an animal in the last year?,"yes/no/""N/A""",Q53
human_2,Human,NA,Q54 ScratchedBittenAction,scratched_bitten_action,NA,"The last time you were scratched or bitten, or cut yourself while butchering or slaughtering, what did you do? Select all that apply.",semicolon-separated,Q54
human_2,Human,NA,Q55 RiskOpenWound,risk_open_wound,NA,Are there any risks associated with slaughtering or butchering when you have an open wound?,semicolon-separated,Q55
human_2,Human,NA,Q56 Contact with rodents/shrews,rodents_contact,rodents_contact,Which taxa were contacted in methods Q39-Q53?,semicolon-separated,Q56
human_2,Human,NA,Q56 Contact with bats,bats_contact,bats_contact,Which taxa were contacted in methods Q39-Q53?,semicolon-separated,Q56
human_2,Human,NA,Q56 Contact with non-human primates,nhp_contact,nhp_contact,Which taxa were contacted in methods Q39-Q53?,semicolon-separated,Q56
human_2,Human,NA,Q56 Contact with birds,birds_contact,birds_contact,Which taxa were contacted in methods Q39-Q53?,semicolon-separated,Q56
human_2,Human,NA,Q56 Contact with carnivores,carnivores_contact,carnivores_contact,Which taxa were contacted in methods Q39-Q53?,semicolon-separated,Q56
human_2,Human,NA,Q56 Contact with ungulates,ungulates_contact,ungulates_contact,Which taxa were contacted in methods Q39-Q53?,semicolon-separated,Q56
human_2,Human,NA,Q56 Contact with pangolins,pangolins_contact,pangolins_contact,Which taxa were contacted in methods Q39-Q53?,semicolon-separated,Q56
human_2,Human,NA,Q56 Contact with poultry/other fowl,poultry_contact,poultry_contact,Which taxa were contacted in methods Q39-Q53?,semicolon-separated,Q56
human_2,Human,NA,Q56 Contact with goats/sheep,goats_sheep_contact,goats_sheep_contact,Which taxa were contacted in methods Q39-Q53?,semicolon-separated,Q56
human_2,Human,NA,Q56 Contact with camels,camels_contact,camels_contact,Which taxa were contacted in methods Q39-Q53?,semicolon-separated,Q56
human_2,Human,NA,Q56 Contact with swine,swine_contact,swine_contact,Which taxa were contacted in methods Q39-Q53?,semicolon-separated,Q56
human_2,Human,NA,Q56 Contact with cattle/buffalo,cattle_contact,cattle_contact,Which taxa were contacted in methods Q39-Q53?,semicolon-separated,Q56
human_2,Human,NA,Q56 Contact with horses,horses_contact,horses_contact,Which taxa were contacted in methods Q39-Q53?,semicolon-separated,Q56
human_2,Human,NA,Q56 Contact with dogs,dogs_contact,dogs_contact,Which taxa were contacted in methods Q39-Q53?,semicolon-separated,Q56
human_2,Human,NA,Q56 Contact with cats,cats_contact,cats_contact,Which taxa were contacted in methods Q39-Q53?,semicolon-separated,Q56
human_2,Human,NA,Q57 WorriedAboutDisease,worried_about_disease,NA,Are you worried about diseases or disease outbreaks in live animals in your local market?,yes/no,Q57
human_animal_production_2,HumanAnimalProduction,NA,Country,country,DROP,Event-level information,NA,NA
human_animal_production_2,HumanAnimalProduction,NA,SiteName,site_name,DROP,Event-level information,NA,NA
human_animal_production_2,HumanAnimalProduction,NA,District,district,DROP,Event-level information,NA,NA
human_animal_production_2,HumanAnimalProduction,NA,StateProv,state_prov,DROP,Event-level information,NA,NA
human_animal_production_2,HumanAnimalProduction,NA,SiteLatitudeUnrounded,site_latitude,DROP,Event-level information,NA,NA
human_animal_production_2,HumanAnimalProduction,NA,SiteLongitudeUnrounded,site_longitude,DROP,Event-level information,NA,NA
human_animal_production_2,HumanAnimalProduction,NA,EventLatitudeUnrounded,event_latitude,DROP,Event-level information,NA,NA
human_animal_production_2,HumanAnimalProduction,NA,EventLongitudeUnrounded,event_longitude,DROP,Event-level information,NA,NA
human_animal_production_2,HumanAnimalProduction,NA,EventDate,event_date,DROP,Event-level information,NA,NA
human_animal_production_2,HumanAnimalProduction,NA,DurationDays,duration_days,DROP,Event-level information,NA,NA
human_animal_production_2,HumanAnimalProduction,NA,EventName,event_name,NA,The event name is an automatically generated combination of the site name and the start date of the event.,NA,NA
human_animal_production_2,HumanAnimalProduction,NA,DiseaseTransmissionInterfaces,disease_transmission_interfaces,DROP,Event-level information,NA,NA
human_animal_production_2,HumanAnimalProduction,NA,InterfacesAnimalsSampled,interfaces_animals_sampled,DROP,Event-level information,NA,NA
human_animal_production_2,HumanAnimalProduction,NA,InterfacesHumansSampled,interfaces_human_sampled,DROP,Event-level information,NA,NA
human_animal_production_2,HumanAnimalProduction,NA,ParticipantID,participant_id,NA,Interview participant's unique identifier.,NA,NA
human_animal_production_2,HumanAnimalProduction,NA,Livelihood(s),livelihoods,DROP,Human-level information.,NA,NA
human_animal_production_2,HumanAnimalProduction,NA,MostTimeSpent,most_time_spent,DROP,Human-level information.,NA,NA
human_animal_production_2,HumanAnimalProduction,NA,Q1 LiveOnSite,live_on_site,NA,Do you live on site?,yes/no,Q1
human_animal_production_2,HumanAnimalProduction,NA,Q2 #WorkAtSite,work_at_site,NA,"To the best of your knowledge, how many people work at this site?",5-cat var,Q2
human_animal_production_2,HumanAnimalProduction,NA,Q3 HowLongWorked,how_long_worked,NA,How long have you worked here?,4-cat var,Q3
human_animal_production_2,HumanAnimalProduction,NA,Q4 AnimalsRaised,animals_raised,NA,Which animals are raised here? Select all that apply.,semicolon-separated 15-cat var,Q4
human_animal_production_2,HumanAnimalProduction,NA,Q5 LiveAnimalsStoredNight,live_animals_stored_night,NA,How are live animals stored at night? Select all that apply.,semicolon-separated 3-cat var,Q5
human_animal_production_2,HumanAnimalProduction,NA,Q6 QuarantineForNewAnimals,quarantine_for_new_animals,NA,Is there a quarantine period for new animals?,yes/no,Q6
human_animal_production_2,HumanAnimalProduction,NA,Q7 OnSiteFoodProduction,on_site_food_production,NA,Is there on-site food production?,yes/no,Q7
human_animal_production_2,HumanAnimalProduction,NA,Q8 WhoPaysGrowCrops,who_pays_grow_crops,NA,"If there is on-site food production, who pays for the cost to grow the food crops: the company; the workers.",NA,Q8
human_animal_production_2,HumanAnimalProduction,NA,Q9 BushMeatOnsite,bush_meat_on_site,meat_on_site,Is there meat available for consumption?,yes/no,Q9
human_animal_production_2,HumanAnimalProduction,NA,Q10 MeatSource,meat_source,NA,"If there is meat available, where does the meat come from? Select all that apply.",semicolon-separated 6-cat var,Q10
human_animal_production_2,HumanAnimalProduction,NA,Q11 ConsumeBushMeatOnSite,consume_bush_meat_on_site,NA,Is it possible to consume bushmeat/wild animal meat on or near the site?,yes/no,Q11
human_animal_production_2,HumanAnimalProduction,NA,Q12 PPEUsed,ppe_used,animal_production_ppe_used,"Do you have special protective equipment (Example: shoes, masks, gloves) only worn at work?",yes/no,Q12
human_animal_production_2,HumanAnimalProduction,NA,Q13 WhichPPE,which_ppe,animal_production_which_ppe,"If you have special work protective equipment, which kind? Select all that apply.",semicolon-separated 5-cat var,Q13
human_animal_production_2,HumanAnimalProduction,NA,Q14 WhenPPEUsed,when_ppe_used,animal_production_when_ppe_used,When do you use protective equipment?,semicolon-separated,Q14
human_animal_production_2,HumanAnimalProduction,NA,Q15 UseDisinfectantToClean,use_disinfectant_to_clean,NA,Do you always use disinfectant to clean?,yes/no,Q15
human_animal_production_2,HumanAnimalProduction,NA,Q16 DisinfectantsUsedFor,disinfectants_used_for,NA,"If you always use disinfectants, do you always use disinfectants to clean the following: Select all that apply",semiciolon-separated 7-cat var,Q16
human_animal_production_2,HumanAnimalProduction,NA,Q17 AnimalEnclosuresCleanedFrequency,animal_enclosures_cleaned_frequency,NA,How often are the animal enclosures cleaned?,5-cat var,Q17
human_animal_production_2,HumanAnimalProduction,NA,Q18 ViscaraRefuse,viscara_refuse,viscera_refuse,"When slaughtering/butchering animals, what happens to the viscera (blood, organs, skin, sinews etc)? Select all that apply.",semicolon-separated 6-cat var,Q18
human_animal_production_2,HumanAnimalProduction,NA,Q19 DesignatedAreaForAnimalWaste,designated_area_for_animal_waste,NA,Is there a designated area for the disposal of animal waste?,yes/no,Q19
human_animal_production_2,HumanAnimalProduction,NA,Q20 DesignatedAreaForAnimalWasteUsed,designated_area_for_animal_waste_used,NA,"If there is a disposal area, do people use the dedicated area for animal waste?",yes/no,Q20
human_animal_production_2,HumanAnimalProduction,NA,Q21 AnimalsReceiveVetCareinYear,animals_receive_vet_care_in_year,NA,"Since this time last year, have the animals received veterinary care?",yes/no,Q21
human_animal_production_2,HumanAnimalProduction,NA,Q22 HealthOfficalInspectedAnimals,health_official_inspected_animals,NA,"Since this time last year, has an animal health official inspected your animals?",yes/no,Q22
human_animal_production_2,HumanAnimalProduction,NA,Q23 ActionWhenAnimalsSick,action_when_animals_sick,NA,What do you do when an animal gets sick? Select all that apply,semicolon-separated,Q23
human_animal_production_2,HumanAnimalProduction,NA,Q24 AnimalsQuarantinedOrDestroyed,animals_quarantined_or_destroyed,NA,"Since this time last year, has anyone quarantined or destroyed your animals because of infection or disease?",yes/no,Q24
human_animal_production_2,HumanAnimalProduction,NA,Q25 WhichAnimalsQuarantinedOrDestroyed,which_animals_quarantined_or_destroyed,NA,"If animals have been quarantined or destroyed, which animals? Selec all that apply",semicolon-separated 14-cat var,Q25
human_animal_production_2,HumanAnimalProduction,NA,Q26 OutbreakInYear,outbreak_in_year,NA,"Since this time last year, has there been a disease outbreak among any raised animals or livestock?",yes/no,Q26
human_animal_production_2,HumanAnimalProduction,NA,Q27 RodentsOutbreakDeaths,rodents_outbreak_deaths,NA,"If there has been an outbreak in this taxa in the last year, indicate the percentage that died during the outbreak).",NA,Q27
human_animal_production_2,HumanAnimalProduction,NA,Q27 BatsOutbreakDeaths,bats_outbreak_deaths,NA,"If there has been an outbreak in this taxa in the last year, indicate the percentage that died during the outbreak).",NA,Q27
human_animal_production_2,HumanAnimalProduction,NA,Q27 NHPOutbreakDeaths,nhp_outbreak_deaths,NA,"If there has been an outbreak in this taxa in the last year, indicate the percentage that died during the outbreak).",NA,Q27
human_animal_production_2,HumanAnimalProduction,NA,Q27 BirdsOutbreakDeaths,birds_outbreak_deaths,NA,"If there has been an outbreak in this taxa in the last year, indicate the percentage that died during the outbreak).",NA,Q27
human_animal_production_2,HumanAnimalProduction,NA,Q27 CarnivoresOutbreakDeaths,carnivores_outbreak_deaths,NA,"If there has been an outbreak in this taxa in the last year, indicate the percentage that died during the outbreak).",NA,Q27
human_animal_production_2,HumanAnimalProduction,NA,Q27 UngulatesOutbreakDeaths,ungulates_outbreak_deaths,NA,"If there has been an outbreak in this taxa in the last year, indicate the percentage that died during the outbreak).",NA,Q27
human_animal_production_2,HumanAnimalProduction,NA,Q27 PangolinsOutbreakDeaths,pangolins_outbreak_deaths,NA,"If there has been an outbreak in this taxa in the last year, indicate the percentage that died during the outbreak).",NA,Q27
human_animal_production_2,HumanAnimalProduction,NA,Q27 PoultryOutbreakDeaths,poultry_outbreak_deaths,NA,"If there has been an outbreak in this taxa in the last year, indicate the percentage that died during the outbreak).",NA,Q27
human_animal_production_2,HumanAnimalProduction,NA,Q27 GoatsOutbreakDeaths,goats_outbreak_deaths,NA,"If there has been an outbreak in this taxa in the last year, indicate the percentage that died during the outbreak).",NA,Q27
human_animal_production_2,HumanAnimalProduction,NA,Q27 CamelsOutbreakDeaths,camels_outbreak_deaths,NA,"If there has been an outbreak in this taxa in the last year, indicate the percentage that died during the outbreak).",NA,Q27
human_animal_production_2,HumanAnimalProduction,NA,Q27 SwineOutbreakDeaths,swine_outbreak_deaths,NA,"If there has been an outbreak in this taxa in the last year, indicate the percentage that died during the outbreak).",NA,Q27
human_animal_production_2,HumanAnimalProduction,NA,Q27 CattleOutbreakDeaths,cattle_outbreak_deaths,NA,"If there has been an outbreak in this taxa in the last year, indicate the percentage that died during the outbreak).",NA,Q27
human_animal_production_2,HumanAnimalProduction,NA,Q27 HorsesOutbreakDeaths,horses_outbreak_deaths,NA,"If there has been an outbreak in this taxa in the last year, indicate the percentage that died during the outbreak).",NA,Q27
human_animal_production_2,HumanAnimalProduction,NA,Q27 DogsOutbreakDeaths,dogs_outbreak_deaths,NA,"If there has been an outbreak in this taxa in the last year, indicate the percentage that died during the outbreak).",NA,Q27
human_animal_production_2,HumanAnimalProduction,NA,Q27 CatsOutbreakDeaths,cats_outbreak_deaths,NA,"If there has been an outbreak in this taxa in the last year, indicate the percentage that died during the outbreak).",NA,Q27
human_animal_production_2,HumanAnimalProduction,NA,Q28 AnimalsRaidFood,animals_raid_food,NA,Do any animals raid or destroy food supplies,yes/no,Q28
human_animal_production_2,HumanAnimalProduction,NA,Q29 WhichAnimalsRaidFood,which_animals_raid_food,NA,"If animals raid food, which animals? Select all that apply",semicolon-separated 14-cat var,Q29
human_animal_production_2,HumanAnimalProduction,NA,Q30 RaidingPrevention,raiding_prevention,NA,What is done to stop animals from raiding or destroying food supplies? Select all that apply,semicolon-separated 11-cat var,Q30
human_animal_production_2,HumanAnimalProduction,NA,notes,notes,human_animal_production_notes,Notes from human animal production interview,NA,NA
tests_2,Test,NA,Country,country,DROP,Event-level information,NA,NA
tests_2,Test,NA,TestBatchName,test_batch_name,NA,"Test batch name is an inconsistent combination of event name, specimen type, and other fields (date or storage method).",NA,NA
tests_2,Test,NA,ConcurrentSamplingSite,concurrent_sampling_site,DROP,Event-level information,NA,NA
