GAINS3_SampleUnitID,GAINS3_SpecimenID,SpecimenID,AliquotID,SpecimenIDUnique,SpecimenDate,SpecimenType,SpecimenTypeGroup,SpecimenCondition,SamplingMethod,SampleContainer,StorageMedium,LabratoryStorageMethod,StorageLocationFacilityOriginal,StorageLocationInFacilityOriginal,StorageLocationAdressOriginal,StorageLocationFacilityCurrent,StorageLocationInFacilityCurrent,StorageLocationAdressCurrent,TimeFromCollectionToFreezing,SpecimenComments,SpecimenNotes,SpecimenCustomColumns,DateLastUpdated,SpecimenTypeID,CRDate,LMDate,Country
26,148,GVF-CM-ECO06544P,GVF-CM-ECO06544P5,GVF-CM-ECO06544P5,2010-11-17,Plasma,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Plasma,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
26,148,GVF-CM-ECO06544P,GVF-CM-ECO06544P6,GVF-CM-ECO06544P6,2010-11-17,Plasma,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Plasma,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
26,148,GVF-CM-ECO06544P,GVF-CM-ECO06544P7,GVF-CM-ECO06544P7,2010-11-17,Plasma,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Plasma,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
26,149,GVF-CM-ECO06544RR1,NA,GVF-CM-ECO06544RR1,2010-11-17,Rectal swab,rectal/anal swab,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Rectal swab,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
26,150,GVF-CM-ECO06544SI1,NA,GVF-CM-ECO06544SI1,2010-11-17,Lung,tissue/biopsy,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Lung,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
26,151,GVF-CM-ECO06544SP1,NA,GVF-CM-ECO06544SP1,2010-11-17,Spleen,tissue/biopsy,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Spleen,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
26,152,GVF-CM-ECO06544DN1,NA,GVF-CM-ECO06544DN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,Ambient temperature,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
26,153,GVF-CM-ECO06544ZAU1,NA,GVF-CM-ECO06544ZAU1,2010-11-13,Spleen,tissue/biopsy,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Spleen,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
27,154,GVF-CM-ECO06545BC1,NA,GVF-CM-ECO06545BC1,2010-11-17,Buffy coat,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Buffy coat,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
27,155,GVF-CM-ECO06545C1,NA,GVF-CM-ECO06545C1,2010-11-17,Red blood cells,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Red blood cells,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
27,156,GVF-CM-ECO06545C2,NA,GVF-CM-ECO06545C2,2010-11-17,Red blood cells,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Red blood cells,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
27,157,GVF-CM-ECO06545F1,NA,GVF-CM-ECO06545F1,2010-11-17,Feces,feces,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Feces,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
27,161,GVF-CM-ECO06545H,GVF-CM-ECO06545H1,GVF-CM-ECO06545H1,2010-11-17,Plasma,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Plasma,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
27,161,GVF-CM-ECO06545H,GVF-CM-ECO06545H2,GVF-CM-ECO06545H2,2010-11-17,Plasma,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Plasma,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
27,161,GVF-CM-ECO06545H,GVF-CM-ECO06545H3,GVF-CM-ECO06545H3,2010-11-17,Plasma,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Plasma,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
27,161,GVF-CM-ECO06545H,GVF-CM-ECO06545H4,GVF-CM-ECO06545H4,2010-11-17,Plasma,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Plasma,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
27,162,GVF-CM-ECO06545KI1,NA,GVF-CM-ECO06545KI1,2010-11-17,Kidney,tissue/biopsy,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Kidney,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
27,163,GVF-CM-ECO06545LE1,NA,GVF-CM-ECO06545LE1,2010-11-17,Liver,tissue/biopsy,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Liver,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
27,164,GVF-CM-ECO06545LI1,NA,GVF-CM-ECO06545LI1,2010-11-17,Colon,tissue/biopsy,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Colon,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
27,165,GVF-CM-ECO06545LU1,NA,GVF-CM-ECO06545LU1,2010-11-17,Lung,tissue/biopsy,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Lung,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
27,166,GVF-CM-ECO06545LV1,NA,GVF-CM-ECO06545LV1,2010-11-17,Liver,tissue/biopsy,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Liver,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
27,167,GVF-CM-ECO06545OR1,NA,GVF-CM-ECO06545OR1,2010-11-17,Oral swab,oral/nasal/oropharyngeal swabs,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Oral swab,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
27,174,GVF-CM-ECO06545P,GVF-CM-ECO06545P1,GVF-CM-ECO06545P1,2010-11-17,Plasma,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Plasma,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
27,174,GVF-CM-ECO06545P,GVF-CM-ECO06545P2,GVF-CM-ECO06545P2,2010-11-17,Plasma,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Plasma,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
27,174,GVF-CM-ECO06545P,GVF-CM-ECO06545P3,GVF-CM-ECO06545P3,2010-11-17,Plasma,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Plasma,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
27,174,GVF-CM-ECO06545P,GVF-CM-ECO06545P4,GVF-CM-ECO06545P4,2010-11-17,Plasma,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Plasma,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
27,174,GVF-CM-ECO06545P,GVF-CM-ECO06545P5,GVF-CM-ECO06545P5,2010-11-17,Plasma,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Plasma,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
27,174,GVF-CM-ECO06545P,GVF-CM-ECO06545P6,GVF-CM-ECO06545P6,2010-11-17,Plasma,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Plasma,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
27,174,GVF-CM-ECO06545P,GVF-CM-ECO06545P7,GVF-CM-ECO06545P7,2010-11-17,Plasma,blood products,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Plasma,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
27,175,GVF-CM-ECO06545RR1,NA,GVF-CM-ECO06545RR1,2010-11-17,Rectal swab,rectal/anal swab,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Rectal swab,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
27,176,GVF-CM-ECO06545SI1,NA,GVF-CM-ECO06545SI1,2010-11-17,Lung,tissue/biopsy,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Lung,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
27,177,GVF-CM-ECO06545SP1,NA,GVF-CM-ECO06545SP1,2010-11-17,Spleen,tissue/biopsy,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Spleen,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
27,178,GVF-CM-ECO06545DN1,NA,GVF-CM-ECO06545DN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,Ambient temperature,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
27,179,GVF-CM-ECO06545ZAU1,NA,GVF-CM-ECO06545ZAU1,2010-11-13,Spleen,tissue/biopsy,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Spleen,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
28,180,GVF-CM-ECO06546F1,NA,GVF-CM-ECO06546F1,2010-11-17,Feces,feces,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Feces,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
28,181,GVF-CM-ECO06546OR1,NA,GVF-CM-ECO06546OR1,2010-11-17,Oral swab,oral/nasal/oropharyngeal swabs,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Oral swab,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
28,182,GVF-CM-ECO06546RR1,NA,GVF-CM-ECO06546RR1,2010-11-17,Rectal swab,rectal/anal swab,NA,NA,NA,NA,Liquid Nitrogen,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Rectal swab,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
29,183,GVF-CM-ECO93420ABDN1,NA,GVF-CM-ECO93420ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
30,184,GVF-CM-ECO93421ABDN1,NA,GVF-CM-ECO93421ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
31,185,GVF-CM-ECO93422ABDN1,NA,GVF-CM-ECO93422ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
32,186,GVF-CM-ECO93423ABDN1,NA,GVF-CM-ECO93423ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
33,187,GVF-CM-ECO93424ABDN1,NA,GVF-CM-ECO93424ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
34,188,GVF-CM-ECO93425ABDN1,NA,GVF-CM-ECO93425ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
35,189,GVF-CM-ECO93426ABDN1,NA,GVF-CM-ECO93426ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
36,190,GVF-CM-ECO93427ABDN1,NA,GVF-CM-ECO93427ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
37,191,GVF-CM-ECO93428ABDN1,NA,GVF-CM-ECO93428ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
38,192,GVF-CM-ECO93429ABDN1,NA,GVF-CM-ECO93429ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
39,193,GVF-CM-ECO93470ABDN1,NA,GVF-CM-ECO93470ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
40,194,GVF-CM-ECO93471ABDN1,NA,GVF-CM-ECO93471ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
41,195,GVF-CM-ECO93472ABDN1,NA,GVF-CM-ECO93472ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
42,196,GVF-CM-ECO93473ABDN1,NA,GVF-CM-ECO93473ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
43,197,GVF-CM-ECO93474ABDN1,NA,GVF-CM-ECO93474ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
44,198,GVF-CM-ECO93475ABDN1,NA,GVF-CM-ECO93475ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
45,199,GVF-CM-ECO93476ABDN1,NA,GVF-CM-ECO93476ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
46,200,GVF-CM-ECO93477ABDN1,NA,GVF-CM-ECO93477ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
47,201,GVF-CM-ECO93478ABDN1,NA,GVF-CM-ECO93478ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
48,202,GVF-CM-ECO93479ABDN1,NA,GVF-CM-ECO93479ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
49,203,GVF-CM-ECO90350ABDN1,NA,GVF-CM-ECO90350ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
50,204,GVF-CM-ECO90352ABDN1,NA,GVF-CM-ECO90352ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
51,205,GVF-CM-ECO90353ABDN1,NA,GVF-CM-ECO90353ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
52,206,GVF-CM-ECO90355ABDN1,NA,GVF-CM-ECO90355ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
53,207,GVF-CM-ECO90356ABDN1,NA,GVF-CM-ECO90356ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
54,208,GVF-CM-ECO90357ABDN1,NA,GVF-CM-ECO90357ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
55,209,GVF-CM-ECO90358ABDN1,NA,GVF-CM-ECO90358ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
56,210,GVF-CM-ECO90359ABDN1,NA,GVF-CM-ECO90359ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
57,211,GVF-CM-ECO90362ABDN1,NA,GVF-CM-ECO90362ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
58,212,GVF-CM-ECO90365ABDN1,NA,GVF-CM-ECO90365ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
59,213,GVF-CM-ECO90366ABDN1,NA,GVF-CM-ECO90366ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
60,214,GVF-CM-ECO90368ABDN1,NA,GVF-CM-ECO90368ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
61,215,GVF-CM-ECO90369ABDN1,NA,GVF-CM-ECO90369ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
62,216,GVF-CM-ECO90372ABDN1,NA,GVF-CM-ECO90372ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
63,217,GVF-CM-ECO90373ABDN1,NA,GVF-CM-ECO90373ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
64,218,GVF-CM-ECO90374ABDN1,NA,GVF-CM-ECO90374ABDN1,2010-11-17,Blood drop,blood drop,NA,NA,NA,NA,NA,StorageFacility,StorageLocation,Address,StorageLocation,StorageLocation,Address,NA,Comments,NA,NA,2015-03-04T00:17:27.49,Blood drop,2015-03-04T00:17:27.49,2015-03-04T00:17:27.49,TestCOuntry1
