eidith_name,eidith_class,eidith_order,eidith_family,eidith_genus,eidith_species,itis_name,itis_class,itis_order,itis_family,itis_genus,itis_species,itis_subspecies,itis_binomial
Elaphodus cephalophus,Mammalia,Artiodactyla,Cervidae,Elaphodus,cephalophus,Elaphodus cephalophus,Mammalia,Artiodactyla,Cervidae,Elaphodus,cephalophus,NA,Elaphodus cephalophus
Felis silvestris,Mammalia,Carnivora,Felidae,Felis,silvestris,Felis silvestris,Mammalia,Carnivora,Felidae,Felis,silvestris,NA,Felis silvestris
Hystrix cristata,Mammalia,Rodentia,Hystricidae,Hystrix,cristata,Hystrix cristata,Mammalia,Rodentia,Hystricidae,Hystrix,cristata,NA,Hystrix cristata
Bitis nasicornis,Reptilia,Squamata,Viperidae,Bitis,nasicornis,Bitis nasicornis,Reptilia,Squamata,Viperidae,Bitis,nasicornis,NA,Bitis nasicornis
Capra hircus aegagrus,Mammalia,Artiodactyla,Bovidae,Capra,hircus,Capra hircus aegagrus,Mammalia,Artiodactyla,Bovidae,Capra,hircus,aegagrus,Capra hircus
Ovis aries,Mammalia,Artiodactyla,Bovidae,Ovis,aries,Ovis aries,Mammalia,Artiodactyla,Bovidae,Ovis,aries,NA,Ovis aries
Diphylla ecaudata,Mammalia,Chiroptera,Phyllostomidae,Diphylla,ecaudata,Diphylla ecaudata,Mammalia,Chiroptera,Phyllostomidae,Diphylla,ecaudata,NA,Diphylla ecaudata
Felis pardalis,Mammalia,Carnivora,Felidae,Felis,pardalis,Leopardus pardalis,Mammalia,Carnivora,Felidae,Leopardus,pardalis,NA,Leopardus pardalis
Strigiformes sp.,Aves,Strigiformes,NA,NA,NA,Strigiformes sp.,Aves,Strigiformes,NA,NA,NA,NA,NA
Aratinga sp.,Aves,Psittaciformes,Psittacidae,Aratinga,NA,Aratinga sp.,Aves,Psittaciformes,Psittacidae,Aratinga,NA,NA,NA
Oryzomys alfaroi,Mammalia,Rodentia,Muridae,Oryzomys,alfaroi,Oryzomys alfaroi,Mammalia,Rodentia,Cricetidae,Oryzomys,alfaroi,NA,Oryzomys alfaroi
Uranomys ruddi,Mammalia,Rodentia,Muridae,Uranomys,ruddi,Uranomys ruddi,Mammalia,Rodentia,Muridae,Uranomys,ruddi,NA,Uranomys ruddi
Chalinolobus poensis,Mammalia,Chiroptera,Vespertilionidae,Chalinolobus,poensis,Glauconycteris poensis,Mammalia,Chiroptera,Vespertilionidae,Glauconycteris,poensis,NA,Glauconycteris poensis
Scotophilus nux,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,nux,Scotophilus nux,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,nux,NA,Scotophilus nux
Hipposideros beatus,Mammalia,Chiroptera,Hipposideridae,Hipposideros,beatus,Hipposideros beatus,Mammalia,Chiroptera,Hipposideridae,Hipposideros,beatus,NA,Hipposideros beatus
Nycteris major,Mammalia,Chiroptera,Nycteridae,Nycteris,major,Nycteris major,Mammalia,Chiroptera,Nycteridae,Nycteris,major,NA,Nycteris major
Heteromys desmarestianus,Mammalia,Rodentia,Heteromyidae,Heteromys,desmarestianus,Heteromys desmarestianus,Mammalia,Rodentia,Heteromyidae,Heteromys,desmarestianus,NA,Heteromys desmarestianus
Enchisthenes hartii,Mammalia,Chiroptera,Phyllostomidae,Enchisthenes,hartii,Enchisthenes hartii,Mammalia,Chiroptera,Phyllostomidae,Enchisthenes,hartii,NA,Enchisthenes hartii
Tremarctos ornatus,Mammalia,Carnivora,Ursidae,Tremarctos,ornatus,Tremarctos ornatus,Mammalia,Carnivora,Ursidae,Tremarctos,ornatus,NA,Tremarctos ornatus
Marsupialia sp.,Mammalia,Didelphimorphia,NA,Marsupialia,NA,Mammalia sp.,Mammalia,NA,NA,NA,NA,NA,NA
Petaurista sp.,Mammalia,Rodentia,Sciuridae,Petaurista,NA,Petaurista sp.,Mammalia,Rodentia,Sciuridae,Petaurista,NA,NA,NA
Gorilla sp.,Mammalia,Primates,Hominidae,Gorilla,NA,Gorilla sp.,Mammalia,Primates,Hominidae,Gorilla,NA,NA,NA
Bitis gabonica,Reptilia,Squamata,Viperidae,Bitis,gabonica,Bitis gabonica,Reptilia,Squamata,Viperidae,Bitis,gabonica,NA,Bitis gabonica
Terpsiphone batesi,Aves,Passeriformes,Monarchidae,Terpsiphone,batesi,Terpsiphone batesi,Aves,Passeriformes,Monarchidae,Terpsiphone,batesi,NA,Terpsiphone batesi
Halcyon senegalensis,Aves,Coraciiformes,Alcedinidae,Halcyon,senegalensis,Halcyon senegalensis,Aves,Coraciiformes,Alcedinidae,Halcyon,senegalensis,NA,Halcyon senegalensis
Nectarinia chloropygia,Aves,Passeriformes,Nectariniidae,Nectarinia,chloropygia,Cinnyris chloropygius,Aves,Passeriformes,Nectariniidae,Cinnyris,chloropygius,NA,Cinnyris chloropygius
Canis adustus,Mammalia,Carnivora,Canidae,Canis,adustus,Canis adustus,Mammalia,Carnivora,Canidae,Canis,adustus,NA,Canis adustus
Mungos mungo,Mammalia,Carnivora,Herpestidae,Mungos,mungo,Mungos mungo,Mammalia,Carnivora,Herpestidae,Mungos,mungo,NA,Mungos mungo
Pedetes capensis,Mammalia,Rodentia,Pedetidae,Pedetes,capensis,Pedetes capensis,Mammalia,Rodentia,Pedetidae,Pedetes,capensis,NA,Pedetes capensis
Taurotragus oryx,Mammalia,Artiodactyla,Bovidae,Taurotragus,oryx,Taurotragus oryx,Mammalia,Artiodactyla,Bovidae,Taurotragus,oryx,NA,Taurotragus oryx
Mellivora capensis,Mammalia,Carnivora,Mustelidae,Mellivora,capensis,Mellivora capensis,Mammalia,Carnivora,Mustelidae,Mellivora,capensis,NA,Mellivora capensis
Arctocebus aureus,Mammalia,Primates,Lorisidae,Arctocebus,aureus,Arctocebus aureus,Mammalia,Primates,Lorisidae,Arctocebus,aureus,NA,Arctocebus aureus
Aonyx capensis,Mammalia,Carnivora,Mustelidae,Aonyx,capensis,Aonyx capensis,Mammalia,Carnivora,Mustelidae,Aonyx,capensis,NA,Aonyx capensis
Macaca sp.,Mammalia,Primates,Cercopithecidae,Macaca,NA,Macaca sp.,Mammalia,Primates,Cercopithecidae,Macaca,NA,NA,NA
Reithrodontomys gracilis,Mammalia,Rodentia,Muridae,Reithrodontomys,gracilis,Reithrodontomys gracilis,Mammalia,Rodentia,Cricetidae,Reithrodontomys,gracilis,NA,Reithrodontomys gracilis
Lonchorhina aurita,Mammalia,Chiroptera,Phyllostomidae,Lonchorhina,aurita,Lonchorhina aurita,Mammalia,Chiroptera,Phyllostomidae,Lonchorhina,aurita,NA,Lonchorhina aurita
Marmosa mexicana,Mammalia,Didelphimorphia,Didelphidae,Marmosa,mexicana,Marmosa mexicana,Mammalia,Didelphimorphia,Didelphidae,Marmosa,mexicana,NA,Marmosa mexicana
Lasiurus intermedius,Mammalia,Chiroptera,Vespertilionidae,Lasiurus,intermedius,Lasiurus intermedius,Mammalia,Chiroptera,Vespertilionidae,Lasiurus,intermedius,NA,Lasiurus intermedius
Megaloglossus sp.,Mammalia,Chiroptera,Pteropodidae,Megaloglossus,NA,Megaloglossus sp.,Mammalia,Chiroptera,Pteropodidae,Megaloglossus,NA,NA,NA
Scotophilus sp.,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,NA,Scotophilus sp.,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,NA,NA,NA
Laonastes aenigmamus,Mammalia,Rodentia,Diatomyidae,Laonastes,aenigmamus,Laonastes aenigmamus,Mammalia,Rodentia,Diatomyidae,Laonastes,aenigmamus,NA,Laonastes aenigmamus
Dendroaspis jamesoni,Reptilia,Squamata,Elapidae,Dendroaspis,jamesoni,Dendroaspis jamesoni,Reptilia,Squamata,Elapidae,Dendroaspis,jamesoni,NA,Dendroaspis jamesoni
Myotis myotis,Mammalia,Chiroptera,Vespertilionidae,Myotis,myotis,Myotis myotis,Mammalia,Chiroptera,Vespertilionidae,Myotis,myotis,NA,Myotis myotis
Taphozous saccolaimus,Mammalia,Chiroptera,Emballonuridae,Taphozous,saccolaimus,Saccolaimus saccolaimus saccolaimus,Mammalia,Chiroptera,Emballonuridae,Saccolaimus,saccolaimus,saccolaimus,Saccolaimus saccolaimus
Galago senegalensis,Mammalia,Primates,Galagidae,Galago,senegalensis,Galago senegalensis,Mammalia,Primates,Galagidae,Galago,senegalensis,NA,Galago senegalensis
Vampyrum spectrum,Mammalia,Chiroptera,Phyllostomidae,Vampyrum,spectrum,Vampyrum spectrum,Mammalia,Chiroptera,Phyllostomidae,Vampyrum,spectrum,NA,Vampyrum spectrum
Rhinolophus lepidus,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,lepidus,Rhinolophus lepidus,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,lepidus,NA,Rhinolophus lepidus
Myotis altarium,Mammalia,Chiroptera,Vespertilionidae,Myotis,altarium,Myotis altarium,Mammalia,Chiroptera,Vespertilionidae,Myotis,altarium,NA,Myotis altarium
Hylobates sp.,Mammalia,Primates,Hylobatidae,Hylobates,NA,Hylobates sp.,Mammalia,Primates,Hylobatidae,Hylobates,NA,NA,NA
Lemniscomys barbarus,Mammalia,Rodentia,Muridae,Lemniscomys,barbarus,Lemniscomys barbarus,Mammalia,Rodentia,Muridae,Lemniscomys,barbarus,NA,Lemniscomys barbarus
Noctilio albiventris,Mammalia,Chiroptera,Noctilionidae,Noctilio,albiventris,Noctilio albiventris,Mammalia,Chiroptera,Noctilionidae,Noctilio,albiventris,NA,Noctilio albiventris
Molossus cf. rufus,Mammalia,Chiroptera,Molossidae,Molossus,rufus,Molossus rufus,Mammalia,Chiroptera,Molossidae,Molossus,rufus,NA,Molossus rufus
Lepus sinensis,Mammalia,Lagomorpha,Leporidae,Lepus,sinensis,Lepus sinensis,Mammalia,Lagomorpha,Leporidae,Lepus,sinensis,NA,Lepus sinensis
Nasalis larvatus,Mammalia,Primates,Cercopithecidae,Nasalis,larvatus,Nasalis larvatus,Mammalia,Primates,Cercopithecidae,Nasalis,larvatus,NA,Nasalis larvatus
Macaca nemestrina,Mammalia,Primates,Cercopithecidae,Macaca,nemestrina,Macaca nemestrina,Mammalia,Primates,Cercopithecidae,Macaca,nemestrina,NA,Macaca nemestrina
Balionycteris maculata,Mammalia,Chiroptera,Pteropodidae,Balionycteris,maculata,Balionycteris maculata,Mammalia,Chiroptera,Pteropodidae,Balionycteris,maculata,NA,Balionycteris maculata
Rhinolophus creaghi,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,creaghi,Rhinolophus creaghi,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,creaghi,NA,Rhinolophus creaghi
Hipposideros diadema,Mammalia,Chiroptera,Hipposideridae,Hipposideros,diadema,Hipposideros diadema,Mammalia,Chiroptera,Hipposideridae,Hipposideros,diadema,NA,Hipposideros diadema
Mops mops,Mammalia,Chiroptera,Molossidae,Mops,mops,Mops mops,Mammalia,Chiroptera,Molossidae,Mops,mops,NA,Mops mops
Tupaia glis,Mammalia,Scandentia,Tupaiidae,Tupaia,glis,Tupaia glis,Mammalia,Scandentia,Tupaiidae,Tupaia,glis,NA,Tupaia glis
Hipposideros cervinus,Mammalia,Chiroptera,Hipposideridae,Hipposideros,cervinus,Hipposideros cervinus,Mammalia,Chiroptera,Hipposideridae,Hipposideros,cervinus,NA,Hipposideros cervinus
Rhinolophus stheno,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,stheno,Rhinolophus stheno,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,stheno,NA,Rhinolophus stheno
Miniopterus magnater,Mammalia,Chiroptera,Miniopteridae,Miniopterus,magnater,Miniopterus magnater,Mammalia,Chiroptera,Miniopteridae,Miniopterus,magnater,NA,Miniopterus magnater
Pongo pygmaeus,Mammalia,Primates,Hominidae,Pongo,pygmaeus,Pongo pygmaeus,Mammalia,Primates,Hominidae,Pongo,pygmaeus,NA,Pongo pygmaeus
Tamiops rodolphei,Mammalia,Rodentia,Sciuridae,Tamiops,rodolphei,Tamiops rodolphii,Mammalia,Rodentia,Sciuridae,Tamiops,rodolphii,NA,Tamiops rodolphii
Lemur catta,Mammalia,Primates,Lemuridae,Lemur,catta,Lemur catta,Mammalia,Primates,Lemuridae,Lemur,catta,NA,Lemur catta
Uroderma magnirostrum,Mammalia,Chiroptera,Phyllostomidae,Uroderma,magnirostrum,Uroderma magnirostrum,Mammalia,Chiroptera,Phyllostomidae,Uroderma,magnirostrum,NA,Uroderma magnirostrum
Lampronycteris brachyotis,Mammalia,Chiroptera,Phyllostomidae,Lampronycteris,brachyotis,Lampronycteris brachyotis,Mammalia,Chiroptera,Phyllostomidae,Lampronycteris,brachyotis,NA,Lampronycteris brachyotis
Noctilio leporinus,Mammalia,Chiroptera,Noctilionidae,Noctilio,leporinus,Noctilio leporinus,Mammalia,Chiroptera,Noctilionidae,Noctilio,leporinus,NA,Noctilio leporinus
Eptesicus cf. andinus,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,andinus,Eptesicus andinus,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,andinus,NA,Eptesicus andinus
Neotragus sp.,Mammalia,Artiodactyla,Bovidae,Neotragus,NA,Neotragus sp.,Mammalia,Artiodactyla,Bovidae,Neotragus,NA,NA,NA
Hystrix africaeaustralis,Mammalia,Rodentia,Hystricidae,Hystrix,africaeaustralis,Hystrix africaeaustralis,Mammalia,Rodentia,Hystricidae,Hystrix,africaeaustralis,NA,Hystrix africaeaustralis
Microchiroptera sp.,Mammalia,Chiroptera,NA,NA,NA,Chiroptera sp.,Mammalia,Chiroptera,NA,NA,NA,NA,NA
Pipistrellus coromandra,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,coromandra,Pipistrellus coromandra,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,coromandra,NA,Pipistrellus coromandra
Scotophilus leucogaster,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,leucogaster,Scotophilus leucogaster,Mammalia,Chiroptera,Vespertilionidae,Scotophilus,leucogaster,NA,Scotophilus leucogaster
Pteropus sp.,Mammalia,Chiroptera,Pteropodidae,Pteropus,NA,Pteropus sp.,Mammalia,Chiroptera,Pteropodidae,Pteropus,NA,NA,NA
Trachypithecus poliocephalus,Mammalia,Primates,Cercopithecidae,Trachypithecus,poliocephalus,Trachypithecus poliocephalus,Mammalia,Primates,Cercopithecidae,Trachypithecus,poliocephalus,NA,Trachypithecus poliocephalus
Petaurista yunanensis,Mammalia,Rodentia,Sciuridae,Petaurista,yunanensis,Petaurista philippensis yunanensis,Mammalia,Rodentia,Sciuridae,Petaurista,philippensis,yunanensis,Petaurista philippensis
Callosciurus finlaysonii sinistralis,Mammalia,Rodentia,Sciuridae,Callosciurus,finlaysonii,Callosciurus finlaysonii sinistralis,Mammalia,Rodentia,Sciuridae,Callosciurus,finlaysonii,sinistralis,Callosciurus finlaysonii
Callosciurus finlaysonii menamicus,Mammalia,Rodentia,Sciuridae,Callosciurus,finlaysonii,Callosciurus finlaysonii menamicus,Mammalia,Rodentia,Sciuridae,Callosciurus,finlaysonii,menamicus,Callosciurus finlaysonii
Artibeus cinereus,Mammalia,Chiroptera,Phyllostomidae,Artibeus,cinereus,Dermanura cinerea,Mammalia,Chiroptera,Phyllostomidae,Dermanura,cinerea,NA,Dermanura cinerea
Saccopteryx leptura,Mammalia,Chiroptera,Emballonuridae,Saccopteryx,leptura,Saccopteryx leptura,Mammalia,Chiroptera,Emballonuridae,Saccopteryx,leptura,NA,Saccopteryx leptura
Artibeus concolor,Mammalia,Chiroptera,Phyllostomidae,Artibeus,concolor,Artibeus concolor,Mammalia,Chiroptera,Phyllostomidae,Artibeus,concolor,NA,Artibeus concolor
Macaca nigra,Mammalia,Primates,Cercopithecidae,Macaca,nigra,Macaca nigra,Mammalia,Primates,Cercopithecidae,Macaca,nigra,NA,Macaca nigra
Grammomys poensis,Mammalia,Rodentia,Muridae,Grammomys,poensis,Grammomys poensis,Mammalia,Rodentia,Muridae,Grammomys,poensis,NA,Grammomys poensis
Mus nannomys setulosus,Mammalia,Rodentia,Muridae,Mus,setulosus,Mus setulosus,Mammalia,Rodentia,Muridae,Mus,setulosus,NA,Mus setulosus
Praomys lukolelae,Mammalia,Rodentia,Muridae,Praomys,lukolelae,Praomys lukolelae,Mammalia,Rodentia,Muridae,Praomys,lukolelae,NA,Praomys lukolelae
Dendromus mystacalis,Mammalia,Rodentia,Muridae,Dendromus,mystacalis,Dendromus mystacalis,Mammalia,Rodentia,Nesomyidae,Dendromus,mystacalis,NA,Dendromus mystacalis
Pteropus alecto,Mammalia,Chiroptera,Pteropodidae,Pteropus,alecto,Pteropus alecto,Mammalia,Chiroptera,Pteropodidae,Pteropus,alecto,NA,Pteropus alecto
Nyctimene cephalotes,Mammalia,Chiroptera,Pteropodidae,Nyctimene,cephalotes,Nyctimene cephalotes,Mammalia,Chiroptera,Pteropodidae,Nyctimene,cephalotes,NA,Nyctimene cephalotes
Thoopterus nigrescens,Mammalia,Chiroptera,Pteropodidae,Thoopterus,nigrescens,Thoopterus nigrescens,Mammalia,Chiroptera,Pteropodidae,Thoopterus,nigrescens,NA,Thoopterus nigrescens
Macroglossus minimus,Mammalia,Chiroptera,Pteropodidae,Macroglossus,minimus,Macroglossus minimus,Mammalia,Chiroptera,Pteropodidae,Macroglossus,minimus,NA,Macroglossus minimus
Cercopithecus erythrogaster,Mammalia,Primates,Cercopithecidae,Cercopithecus,erythrogaster,Cercopithecus erythrogaster,Mammalia,Primates,Cercopithecidae,Cercopithecus,erythrogaster,NA,Cercopithecus erythrogaster
Aselliscus stoliczkanus,Mammalia,Chiroptera,Hipposideridae,Aselliscus,stoliczkanus,Aselliscus stoliczkanus,Mammalia,Chiroptera,Hipposideridae,Aselliscus,stoliczkanus,NA,Aselliscus stoliczkanus
Hapalomys delacouri,Mammalia,Rodentia,Muridae,Hapalomys,delacouri,Hapalomys delacouri,Mammalia,Rodentia,Muridae,Hapalomys,delacouri,NA,Hapalomys delacouri
Chiropodomys gliroides,Mammalia,Rodentia,Muridae,Chiropodomys,gliroides,Chiropodomys gliroides,Mammalia,Rodentia,Muridae,Chiropodomys,gliroides,NA,Chiropodomys gliroides
Stachyris nigriceps,Aves,Passeriformes,Timaliidae,Stachyris,nigriceps,Stachyris nigriceps,Aves,Passeriformes,Timaliidae,Stachyris,nigriceps,NA,Stachyris nigriceps
Saxicola caprata,Aves,Passeriformes,Muscicapidae,Saxicola,caprata,Saxicola caprata,Aves,Passeriformes,Muscicapidae,Saxicola,caprata,NA,Saxicola caprata
Eurystomus orientalis,Aves,Coraciiformes,Coraciidae,Eurystomus,orientalis,Eurystomus orientalis,Aves,Coraciiformes,Coraciidae,Eurystomus,orientalis,NA,Eurystomus orientalis
Phoenicurus auroreus,Aves,Passeriformes,Muscicapidae,Phoenicurus,auroreus,Phoenicurus auroreus,Aves,Passeriformes,Muscicapidae,Phoenicurus,auroreus,NA,Phoenicurus auroreus
Cyornis banyumas,Aves,Passeriformes,Muscicapidae,Cyornis,banyumas,Cyornis banyumas,Aves,Passeriformes,Muscicapidae,Cyornis,banyumas,NA,Cyornis banyumas
Myiomela leucura,Aves,Passeriformes,Muscicapidae,Myiomela,leucura,Myiomela leucura,Aves,Passeriformes,Muscicapidae,Myiomela,leucura,NA,Myiomela leucura
Akodon cursor,Mammalia,Rodentia,Muridae,Akodon,cursor,Akodon cursor,Mammalia,Rodentia,Cricetidae,Akodon,cursor,NA,Akodon cursor
Necromys lasiurus,Mammalia,Rodentia,Muridae,Necromys,lasiurus,Necromys lasiurus,Mammalia,Rodentia,Cricetidae,Necromys,lasiurus,NA,Necromys lasiurus
Neotragus pygmaeus,Mammalia,Artiodactyla,Bovidae,Neotragus,pygmaeus,Neotragus pygmaeus,Mammalia,Artiodactyla,Bovidae,Neotragus,pygmaeus,NA,Neotragus pygmaeus
Neotragus,Mammalia,Artiodactyla,Bovidae,Neotragus,,Neotragus sp.,Mammalia,Artiodactyla,Bovidae,Neotragus,NA,NA,NA
Mammalia sp.,Mammalia,NA,NA,NA,NA,Mammalia sp.,Mammalia,NA,NA,NA,NA,NA,NA
Ruwenzorisorex suncoides,Mammalia,Soricomorpha,Soricidae,Ruwenzorisorex,suncoides,Ruwenzorisorex suncoides,Mammalia,Soricomorpha,Soricidae,Ruwenzorisorex,suncoides,NA,Ruwenzorisorex suncoides
Dendromus sp.,Mammalia,Rodentia,Muridae,Dendromus,,Dendromus sp.,Mammalia,Rodentia,Nesomyidae,Dendromus,NA,NA,NA
Deomys sp.,Mammalia,Rodentia,Muridae,Deomys,,Deomys sp.,Mammalia,Rodentia,Muridae,Deomys,NA,NA,NA
Lophuromys aquilus,Mammalia,Rodentia,Muridae,Lophuromys,aquilus,Lophuromys aquilus,Mammalia,Rodentia,Muridae,Lophuromys,aquilus,NA,Lophuromys aquilus
Otomys sp.,Mammalia,Rodentia,Muridae,Otomys,,Otomys sp.,Mammalia,Rodentia,Muridae,Otomys,NA,NA,NA
Lophuromys woosnami,Mammalia,Rodentia,Muridae,Lophuromys,woosnami,Lophuromys woosnami,Mammalia,Rodentia,Muridae,Lophuromys,woosnami,NA,Lophuromys woosnami
Otomys tropicalis,Mammalia,Rodentia,Muridae,Otomys,tropicalis,Otomys tropicalis,Mammalia,Rodentia,Muridae,Otomys,tropicalis,NA,Otomys tropicalis
Crocidura dolichura,Mammalia,Soricomorpha,Soricidae,Crocidura,dolichura,Crocidura dolichura,Mammalia,Soricomorpha,Soricidae,Crocidura,dolichura,NA,Crocidura dolichura
Sylvisorex granti,Mammalia,Soricomorpha,Soricidae,Sylvisorex,granti,Sylvisorex granti,Mammalia,Soricomorpha,Soricidae,Sylvisorex,granti,NA,Sylvisorex granti
Sylvisorex vulcanorum,Mammalia,Soricomorpha,Soricidae,Sylvisorex,vulcanorum,Sylvisorex vulcanorum,Mammalia,Soricomorpha,Soricidae,Sylvisorex,vulcanorum,NA,Sylvisorex vulcanorum
Pygathrix nigripes,Mammalia,Primates,Cercopithecidae,Pygathrix,nigripes,Pygathrix nigripes,Mammalia,Primates,Cercopithecidae,Pygathrix,nigripes,NA,Pygathrix nigripes
Elephas maximus borneensis,Mammalia,Proboscidea,Elephantidae,Elephas,maximus,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,maximus,NA,Elephas maximus
Callicebus donacophilus,Mammalia,Primates,Pitheciidae,Callicebus,donacophilus,Callicebus donacophilus,Mammalia,Primates,Pitheciidae,Callicebus,donacophilus,NA,Callicebus donacophilus
Cynopterus horsfieldi,Mammalia,Chiroptera,Pteropodidae,Cynopterus,horsfieldi,Cynopterus horsfieldii,Mammalia,Chiroptera,Pteropodidae,Cynopterus,horsfieldii,NA,Cynopterus horsfieldii
Hystricidae sp.,Mammalia,Rodentia,Hystricidae,NA,NA,Hystricidae sp.,Mammalia,Rodentia,Hystricidae,NA,NA,NA,NA
Apodemus sylvaticus,Mammalia,Rodentia,Muridae,Apodemus,sylvaticus,Apodemus sylvaticus,Mammalia,Rodentia,Muridae,Apodemus,sylvaticus,NA,Apodemus sylvaticus
Pan troglodytes schweinfurthi,Mammalia,Primates,Hominidae,Pan,troglodytes,Pan troglodytes schweinfurthii,Mammalia,Primates,Hominidae,Pan,troglodytes,schweinfurthii,Pan troglodytes
Epomophorus labiatus,Mammalia,Chiroptera,Pteropodidae,Epomophorus,labiatus,Epomophorus labiatus,Mammalia,Chiroptera,Pteropodidae,Epomophorus,labiatus,NA,Epomophorus labiatus
Neoromicia sp.,Mammalia,Chiroptera,Vespertilionidae,Neoromicia,NA,Neoromicia sp.,Mammalia,Chiroptera,Vespertilionidae,Neoromicia,NA,NA,NA
Rhinolophus clivosus,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,clivosus,Rhinolophus clivosus,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,clivosus,NA,Rhinolophus clivosus
Stenonycteris lanosus,Mammalia,Chiroptera,Pteropodidae,Stenonycteris,lanosus,Rousettus lanosus,Mammalia,Chiroptera,Pteropodidae,Rousettus,lanosus,NA,Rousettus lanosus
Myotis daubentonii,Mammalia,Chiroptera,Vespertilionidae,Myotis,daubentonii,Myotis daubentonii,Mammalia,Chiroptera,Vespertilionidae,Myotis,daubentonii,NA,Myotis daubentonii
Rhinolophus macrotis,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,macrotis,Rhinolophus macrotis,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,macrotis,NA,Rhinolophus macrotis
Myotis brandtii,Mammalia,Chiroptera,Vespertilionidae,Myotis,brandtii,Myotis brandtii,Mammalia,Chiroptera,Vespertilionidae,Myotis,brandtii,NA,Myotis brandtii
Marmosa rubra,Mammalia,Didelphimorphia,Didelphidae,Marmosa,rubra,Marmosa rubra,Mammalia,Didelphimorphia,Didelphidae,Marmosa,rubra,NA,Marmosa rubra
Dephomys defua,Mammalia,Rodentia,Muridae,Dephomys,defua,Dephomys defua,Mammalia,Rodentia,Muridae,Dephomys,defua,NA,Dephomys defua
Funisciurus anerythrus,Mammalia,Rodentia,Sciuridae,Funisciurus,anerythrus,Funisciurus anerythrus,Mammalia,Rodentia,Sciuridae,Funisciurus,anerythrus,NA,Funisciurus anerythrus
Congosorex polli,Mammalia,Soricomorpha,Soricidae,Congosorex,polli,Congosorex polli,Mammalia,Soricomorpha,Soricidae,Congosorex,polli,NA,Congosorex polli
Gorilla beringei,Mammalia,Primates,Hominidae,Gorilla,beringei,Gorilla beringei,Mammalia,Primates,Hominidae,Gorilla,beringei,NA,Gorilla beringei
Felis bengalensis,Mammalia,Carnivora,Felidae,Felis,bengalensis,Prionailurus bengalensis,Mammalia,Carnivora,Felidae,Prionailurus,bengalensis,NA,Prionailurus bengalensis
Mycteria cinerea,Aves,Ciconiiformes,Ciconiidae,Mycteria,cinerea,Mycteria cinerea,Aves,Ciconiiformes,Ciconiidae,Mycteria,cinerea,NA,Mycteria cinerea
Manis javanica,Mammalia,Pholidota,Manidae,Manis,javanica,Manis javanica,Mammalia,Pholidota,Manidae,Manis,javanica,NA,Manis javanica
Cervus timorensis,Mammalia,Artiodactyla,Cervidae,Cervus,timorensis,Rusa timorensis,Mammalia,Artiodactyla,Cervidae,Rusa,timorensis,NA,Rusa timorensis
Semnopithecus cristatus,Mammalia,Primates,Cercopithecidae,Semnopithecus,cristatus,Semnopithecus cristatus,NA,NA,NA,NA,NA,NA,NA
Muntiacus atherodes,Mammalia,Artiodactyla,Cervidae,Muntiacus,atherodes,Muntiacus atherodes,Mammalia,Artiodactyla,Cervidae,Muntiacus,atherodes,NA,Muntiacus atherodes
Varanus albigularis,Reptilia,Squamata,Varanidae,Varanus,albigularis,Varanus albigularis,Reptilia,Squamata,Varanidae,Varanus,albigularis,NA,Varanus albigularis
Maxomys whiteheadi,Mammalia,Rodentia,Muridae,Maxomys,whiteheadi,Maxomys whiteheadi,Mammalia,Rodentia,Muridae,Maxomys,whiteheadi,NA,Maxomys whiteheadi
Hipposideros bicolor,Mammalia,Chiroptera,Hipposideridae,Hipposideros,bicolor,Hipposideros bicolor,Mammalia,Chiroptera,Hipposideridae,Hipposideros,bicolor,NA,Hipposideros bicolor
Hipposideros ridleyi,Mammalia,Chiroptera,Hipposideridae,Hipposideros,ridleyi,Hipposideros ridleyi,Mammalia,Chiroptera,Hipposideridae,Hipposideros,ridleyi,NA,Hipposideros ridleyi
Kerivoula papillosa,Mammalia,Chiroptera,Vespertilionidae,Kerivoula,papillosa,Kerivoula papillosa,Mammalia,Chiroptera,Vespertilionidae,Kerivoula,papillosa,NA,Kerivoula papillosa
